cpu_mean,cpu_max,cpu_variance,ram_mean,ram_growth_rate,network_mean,disk_io_mean,process_count_mean,thread_count_mean,vscode_active,browser_active,compiler_active,workload_label
72.8404,90.035,3.36,70.5943,0.2536,-0.4296,0.769,92,13.6756,0,0,0,Gaming
73.33,91.0531,2.3949,78.1784,-0.0463,0.1694,0.4708,101,10.5066,0,0,0,Gaming
40.5823,53.1048,10.6955,45.9369,0.4873,-0.0061,1.1449,102,6.8206,0,1,0,Video Call
17.1035,45.5039,34.7105,41.3229,1.2713,1.4077,0.7418,106,5.796,0,1,0,Browsing
92.6565,98.7732,4.789,65.8495,2.2018,0.187,0.3698,154,14.293,1,0,1,Compiling
19.4893,36.6109,17.2301,34.2792,0.2043,0.2785,0.8783,108,7.7028,1,1,0,Coding
2.6624,7.7348,0.517,17.5828,0.1751,0.1502,1.4781,60,2.4321,0,0,0,Idle
2.7536,9.3248,0.5949,14.0238,0.0665,0.0725,1.3288,59,2.881,0,0,0,Idle
15.3024,65.2955,47.9009,43.1582,1.8459,0.3276,1.0082,123,6.6577,0,1,0,Browsing
20.4732,65.5606,46.9887,46.376,1.0846,0.3224,0.962,112,4.3261,0,1,0,Browsing
23.1592,62.8957,9.1022,47.4669,-0.5402,-0.0315,1.469,98,6.6006,0,1,0,Video Call
13.4998,54.7038,64.5826,46.98,1.1014,0.183,0.7345,116,5.0267,0,1,0,Browsing
31.0209,57.9661,11.2999,48.1568,0.0468,0.0366,1.1319,103,5.3982,0,1,0,Video Call
67.5377,88.0944,1.5753,72.5346,0.141,-0.0649,0.5703,91,15.292,0,0,0,Gaming
75.2349,88.2211,1.5727,77.8519,-0.3068,-0.0009,0.2221,92,12.7279,0,0,0,Gaming
14.2804,64.8039,49.7377,40.7342,0.7478,0.2933,0.7198,122,3.8966,0,1,0,Browsing
20.1273,49.3428,21.5229,33.7244,0.9499,0.0057,0.4547,103,5.5504,1,1,0,Coding
3.5735,9.0817,0.6346,12.7554,1.1256,-0.1199,1.3513,58,2.8134,0,0,0,Idle
32.9137,60.755,6.3355,59.7523,-0.2542,-0.2186,1.3029,97,6.4641,0,1,0,Video Call
14.84,47.7533,18.4858,33.1086,0.3245,0.4178,0.7586,105,5.7893,1,1,0,Coding
2.7146,6.9709,0.2272,12.82,0.191,-0.1221,1.5905,59,1.6989,0,0,0,Idle
21.1201,42.3457,19.4232,30.9135,0.5815,0.2351,1.0401,108,5.6361,1,1,0,Coding
24.0632,59.149,11.2854,53.7841,0.5224,0.2309,1.8116,97,7.7469,0,1,0,Video Call
82.9007,99.178,4.6775,65.2735,4.6584,0.1209,0.2342,160,22.1154,1,0,1,Compiling
31.6534,53.7847,9.2783,53.8293,-0.1602,0.2424,1.6067,102,6.9411,0,1,0,Video Call
88.9035,98.8481,4.3531,64.2549,2.2344,0.0253,0.2628,151,12.2588,1,0,1,Compiling
36.0653,61.2066,9.8875,56.8076,-0.1369,0.1285,0.8467,104,8.5543,0,1,0,Video Call
19.0706,48.3309,17.014,31.3275,0.5727,0.1806,0.8042,106,6.7386,1,1,0,Coding
2.0098,7.7908,0.5554,15.227,0.5681,-0.1634,2.0466,58,2.7311,0,0,0,Idle
85.9837,97.5638,3.3916,61.0102,3.239,0.2528,0.3796,152,13.4362,1,0,1,Compiling
78.8083,93.435,2.4089,79.9849,0.3899,0.2976,0.6751,99,13.3337,0,0,0,Gaming
86.9245,91.2421,1.5225,76.2612,-0.6852,0.2149,0.6517,92,13.4906,0,0,0,Gaming
30.9377,59.8235,12.3781,49.2005,-0.7259,-0.2298,1.2384,92,7.773,0,1,0,Video Call
2.4417,5.7103,0.312,13.5185,-0.2953,0.0866,1.4814,65,3.1397,0,0,0,Idle
33.1333,62.1648,6.8277,44.824,-0.4986,0.273,0.8471,97,6.5885,0,1,0,Video Call
22.0025,46.9867,18.3225,30.8846,0.4316,0.486,0.8174,109,5.1383,1,1,0,Coding
88.3902,97.7743,2.5762,70.045,5.6631,0.1462,0.1027,154,21.7345,1,0,1,Compiling
92.4002,98.705,2.9982,70.361,5.7182,-0.1599,0.2835,148,22.6633,1,0,1,Compiling
95.708,100.0,4.2164,62.6414,6.4389,0.0195,0.3797,153,11.7875,1,0,1,Compiling
33.687,62.936,10.6347,51.7331,-0.1321,-0.0208,1.288,98,8.0358,0,1,0,Video Call
87.6108,98.8041,4.0721,59.6531,4.9317,-0.2603,0.2749,165,11.7915,1,0,1,Compiling
80.7292,88.8631,2.4224,67.5985,-0.3561,-0.0355,0.7471,96,11.6891,0,0,0,Gaming
1.8869,8.9856,0.2392,14.1226,0.2211,0.0444,2.1372,60,1.155,0,0,0,Idle
3.3068,7.38,0.2718,19.0198,0.1932,-0.1891,1.6174,58,2.0556,0,0,0,Idle
69.5039,92.4076,1.65,70.1638,-0.1425,-0.1022,0.7719,99,11.5337,0,0,0,Gaming
15.4688,58.4484,42.3292,42.0004,1.2841,0.6838,1.0742,104,5.5659,0,1,0,Browsing
19.4282,47.5912,17.1806,32.7411,-0.101,0.0381,0.7081,99,6.7509,1,1,0,Coding
74.1102,91.0438,1.4653,80.2701,-0.0169,0.1518,0.6655,87,10.4012,0,0,0,Gaming
31.6233,56.1021,9.8785,56.4643,-0.0581,-0.0697,1.8414,109,6.8201,0,1,0,Video Call
14.1028,47.4772,17.0696,34.1529,1.0209,-0.3869,0.788,111,6.3432,1,1,0,Coding
76.6952,86.843,1.4366,76.8553,0.164,-0.101,0.6792,93,10.4959,0,0,0,Gaming
24.5277,56.6473,18.8607,34.0301,0.6788,-0.0432,0.8302,101,5.5234,1,1,0,Coding
14.0218,46.4982,36.1515,37.0406,0.0844,1.3501,1.279,111,4.6294,0,1,0,Browsing
34.8815,60.3544,9.9273,34.0794,0.0129,-0.3371,1.2898,100,9.3714,0,1,0,Video Call
2.9022,4.8076,0.2746,22.2925,-0.264,0.0288,1.6751,57,2.8638,0,0,0,Idle
41.5127,60.9487,7.0073,49.9137,-0.573,-0.0501,0.6435,98,6.6518,0,1,0,Video Call
39.7066,57.6104,9.3878,52.0831,-0.1323,-0.0796,0.9155,99,5.4112,0,1,0,Video Call
2.4564,5.4368,0.9382,15.5279,0.2482,0.2568,1.2676,59,2.7445,0,0,0,Idle
75.0747,88.8092,2.5969,76.6844,-0.2791,-0.1641,0.3303,90,12.8945,0,0,0,Gaming
15.1271,52.5256,41.9244,54.915,1.9302,1.2489,1.2255,123,6.4423,0,1,0,Browsing
93.374,95.9657,3.6029,71.8251,0.8263,0.2676,0.2364,145,11.4263,1,0,1,Compiling
72.3423,91.6017,0.9342,73.0667,-0.6133,-0.2009,1.0116,92,12.2032,0,0,0,Gaming
2.0152,6.6615,0.2479,12.1655,-0.0466,-0.0336,1.2949,55,2.0984,0,0,0,Idle
13.2254,51.0201,65.4523,45.799,-0.5122,0.7065,0.6195,102,5.7124,0,1,0,Browsing
88.5577,97.7935,4.8602,71.3941,5.0548,-0.0531,0.3648,131,15.4649,1,0,1,Compiling
74.1074,87.3228,1.9929,71.0804,-0.0039,0.1579,0.9117,91,10.9074,0,0,0,Gaming
16.1444,40.106,41.0915,42.9557,1.5968,0.8898,0.7617,108,5.4817,0,1,0,Browsing
26.6542,48.5629,16.9485,36.0862,-0.1938,0.1035,1.1724,105,5.4886,1,1,0,Coding
23.6364,49.1365,20.3451,36.6085,0.5435,-0.2728,0.8658,113,5.0661,1,1,0,Coding
16.9015,61.0748,51.9388,45.2889,1.5142,0.0191,0.4927,126,4.5028,0,1,0,Browsing
10.5157,41.4472,36.8319,33.5483,2.0278,0.5155,1.3089,116,3.3994,0,1,0,Browsing
90.2791,96.7276,2.6668,60.1479,3.977,0.0458,0.436,145,16.5729,1,0,1,Compiling
19.3494,63.8442,38.2261,33.9288,1.1397,0.2691,0.9618,127,4.7418,0,1,0,Browsing
86.3506,97.1528,3.6269,61.7596,8.5068,-0.1535,0.2886,149,20.1384,1,0,1,Compiling
2.1787,8.8879,0.0,17.9693,0.0247,-0.2042,1.7902,57,1.5436,0,0,0,Idle
3.0075,5.931,0.5762,15.0055,0.6798,-0.1862,1.7781,59,1.9499,0,0,0,Idle
78.6973,89.0754,2.4382,77.4479,0.108,-0.1859,0.5497,98,11.3906,0,0,0,Gaming
87.914,97.5052,2.3701,78.7362,6.2413,0.1926,0.2582,147,16.2017,1,0,1,Compiling
26.153,53.1076,16.1983,31.2736,-0.08,-0.1784,0.6136,107,5.6811,1,1,0,Coding
95.3294,98.0067,3.5226,64.9323,5.4771,0.0457,0.3708,148,12.3435,1,0,1,Compiling
21.34,41.6632,16.2466,36.0265,0.5295,-0.103,0.912,101,5.961,1,1,0,Coding
14.6243,46.0286,15.1503,36.9513,0.3457,0.6044,0.9183,107,4.0932,1,1,0,Coding
75.5879,92.5272,2.6526,72.4851,-0.0799,-0.0654,0.5378,95,10.4212,0,0,0,Gaming
76.1564,85.0318,1.8515,79.8616,-0.1195,0.175,0.6172,89,12.7318,0,0,0,Gaming
72.9946,90.0207,2.148,74.2508,0.3145,-0.1541,1.0333,98,14.7067,0,0,0,Gaming
96.178,100.0,3.6295,62.3497,5.216,0.0037,0.299,150,20.8215,1,0,1,Compiling
2.9631,7.2872,0.7157,14.7276,0.0565,0.1115,1.6551,61,3.6072,0,0,0,Idle
37.461,53.6952,14.164,51.6002,-0.072,-0.0543,0.9377,93,6.3091,0,1,0,Video Call
48.0706,52.6216,11.4033,45.9619,0.2907,-0.0204,0.7067,103,8.3513,0,1,0,Video Call
21.6433,38.0364,16.2663,40.1322,-0.0685,0.253,0.8626,110,4.7228,1,1,0,Coding
17.6599,58.6236,64.4659,39.4553,1.5419,0.7699,0.8155,117,6.1804,0,1,0,Browsing
78.1032,88.5168,2.4716,79.6682,-0.1726,-0.2213,0.6871,94,12.6163,0,0,0,Gaming
70.2569,88.3181,1.839,73.6343,0.0994,0.2394,0.4892,99,10.2289,0,0,0,Gaming
3.221,8.4477,0.4437,15.0723,-0.0728,-0.0457,2.7393,57,2.0277,0,0,0,Idle
34.7234,66.087,7.1932,47.9262,-0.187,0.0779,1.0917,103,6.6644,0,1,0,Video Call
40.9255,58.9636,9.3927,46.5337,0.0994,0.1113,1.5779,89,7.5858,0,1,0,Video Call
94.8513,98.1705,3.1764,70.3827,7.295,0.2425,0.1227,147,15.5882,1,0,1,Compiling
19.6687,52.2381,50.0623,37.8024,1.0545,0.7099,1.4169,89,4.6256,0,1,0,Browsing
2.1811,5.75,0.3773,16.4485,0.0884,0.0629,1.9369,59,2.0399,0,0,0,Idle
96.4385,97.765,4.0143,70.611,5.5563,0.1413,0.2367,146,16.6612,1,0,1,Compiling
85.9118,97.076,5.5482,70.3062,2.2144,-0.1146,0.3504,165,15.3215,1,0,1,Compiling
19.6539,45.4675,14.1319,32.6649,1.0566,0.2258,1.0018,96,4.9181,1,1,0,Coding
29.9852,64.4813,11.9193,44.6909,-0.5908,-0.1244,0.7216,112,7.6533,0,1,0,Video Call
86.3404,96.4543,6.1966,64.1672,4.1773,0.2813,0.1258,162,17.7376,1,0,1,Compiling
2.942,6.4394,0.6695,14.4524,0.5174,0.0027,1.4298,55,1.2864,0,0,0,Idle
35.719,57.207,8.4061,51.5265,0.3297,0.3958,1.4346,101,8.3125,0,1,0,Video Call
30.6559,58.7888,9.8309,51.052,0.1253,-0.1841,1.3794,103,9.85,0,1,0,Video Call
83.4156,96.5284,2.9968,62.1115,5.0151,0.0722,0.3543,138,22.6881,1,0,1,Compiling
18.9488,42.1866,14.5507,34.1811,0.9707,0.5129,0.9892,106,6.8453,1,1,0,Coding
2.6559,8.1219,0.5395,14.6448,-0.1651,-0.0511,1.3847,63,1.8316,0,0,0,Idle
71.7655,91.9581,2.7124,77.8648,0.4284,-0.1035,0.5239,94,8.6067,0,0,0,Gaming
90.723,98.1263,4.271,60.7235,7.3648,0.0045,0.3831,141,14.8822,1,0,1,Compiling
2.0475,7.9302,0.4982,13.4836,-0.5262,0.0426,1.5396,60,2.6884,0,0,0,Idle
16.2239,54.7974,46.4542,40.664,2.4759,0.2679,1.184,120,5.458,0,1,0,Browsing
18.761,46.3854,46.6234,49.2894,2.0106,0.683,0.6707,115,4.4133,0,1,0,Browsing
25.5271,62.6276,7.9885,48.5492,0.0288,-0.144,1.8644,100,6.4922,0,1,0,Video Call
92.0061,97.8202,3.8354,65.6905,5.0856,0.1046,0.3542,146,14.0344,1,0,1,Compiling
92.8403,97.4603,4.6302,67.7606,4.6008,-0.1135,0.2153,142,17.9252,1,0,1,Compiling
76.6147,88.7297,2.2417,80.2835,0.3281,0.2054,0.3384,95,13.3771,0,0,0,Gaming
2.7459,5.9605,0.7822,12.301,0.5876,0.1528,1.0255,60,2.7099,0,0,0,Idle
28.8659,36.2613,19.6796,35.4116,0.6603,0.3077,1.1078,104,7.6529,1,1,0,Coding
75.3708,89.6834,1.7059,82.7018,-0.1588,-0.6036,0.5632,100,12.5808,0,0,0,Gaming
15.9978,39.2647,20.3237,39.2077,0.0604,-0.0043,0.4964,105,4.7517,1,1,0,Coding
17.7753,37.2063,22.1726,38.3723,1.1022,0.3901,0.9824,111,4.7359,1,1,0,Coding
16.6766,47.6852,21.3186,31.3325,0.0582,0.3611,1.0403,102,7.2487,1,1,0,Coding
36.1727,50.8193,12.6599,49.903,-0.5656,0.563,1.4764,103,5.9131,0,1,0,Video Call
75.95,88.4876,2.8804,75.637,-0.1173,0.1948,0.3791,100,10.2387,0,0,0,Gaming
19.0519,61.8892,55.1386,46.2437,0.5557,-0.0441,0.8666,109,3.5856,0,1,0,Browsing
70.4854,88.2375,2.6265,82.7246,0.1248,0.2,0.6421,91,14.9726,0,0,0,Gaming
90.2319,99.9513,2.4045,64.4515,7.1742,0.0455,0.1256,149,18.6446,1,0,1,Compiling
40.9534,67.9612,12.3611,46.9742,0.0959,0.3971,1.6772,105,6.3137,0,1,0,Video Call
2.234,8.4293,0.2113,15.0671,0.076,-0.0316,1.7895,62,3.1607,0,0,0,Idle
40.7615,54.7045,6.5722,42.6173,0.5706,-0.1586,1.5503,106,9.7813,0,1,0,Video Call
37.448,61.5372,10.6749,45.2614,0.579,0.0166,0.7472,97,7.6717,0,1,0,Video Call
11.7996,40.586,19.5879,28.4533,0.9084,0.6492,0.5128,104,7.2185,1,1,0,Coding
83.8982,96.9469,4.194,58.9728,6.2164,0.0964,0.3889,147,14.7431,1,0,1,Compiling
72.4812,90.3896,1.9736,72.1994,0.1895,0.088,0.7787,93,15.3664,0,0,0,Gaming
89.0369,97.2748,3.725,63.4269,6.8483,0.0644,0.2528,165,19.5266,1,0,1,Compiling
40.8916,56.1622,9.67,46.4263,0.4868,0.1929,1.5714,104,4.1251,0,1,0,Video Call
19.6158,48.0128,57.4565,39.3488,0.4827,0.7096,0.9526,130,4.4711,0,1,0,Browsing
79.8303,91.9771,0.9924,72.1551,0.0853,-0.1848,0.6766,96,11.7732,0,0,0,Gaming
71.0957,92.4405,1.7185,64.7606,-0.0135,0.126,0.6532,95,13.2971,0,0,0,Gaming
86.3415,99.0335,3.1352,56.1073,7.0646,-0.0636,0.1836,144,15.2257,1,0,1,Compiling
18.1695,36.4042,39.3921,31.9952,2.2701,0.1613,1.1539,106,4.9119,0,1,0,Browsing
2.6126,4.8552,0.3095,14.7344,0.3549,0.0331,1.5926,65,2.1205,0,0,0,Idle
18.3659,43.5887,19.0983,33.7391,0.5105,-0.0726,0.7896,109,6.3115,1,1,0,Coding
14.1725,49.2199,20.3957,30.0475,0.8736,-0.0681,1.0826,110,6.587,1,1,0,Coding
2.3581,6.8438,0.3597,11.5765,-0.1135,0.1243,1.1691,54,1.9556,0,0,0,Idle
34.9069,54.009,10.8028,53.9749,0.0001,-0.1468,1.3361,105,6.6015,0,1,0,Video Call
13.2474,54.979,18.7212,33.7149,0.2075,-0.5018,1.1735,109,6.01,1,1,0,Coding
90.6094,98.0519,3.6283,66.7631,1.9268,-0.115,0.4804,159,15.1695,1,0,1,Compiling
78.579,91.7585,2.3079,68.1273,0.561,0.2138,0.5882,93,12.4701,0,0,0,Gaming
2.4445,6.8484,0.6068,16.298,0.5923,-0.1393,1.4088,62,1.1574,0,0,0,Idle
37.3187,61.9418,11.8334,37.926,-0.0332,0.0537,1.1903,104,10.9185,0,1,0,Video Call
76.121,93.3476,1.6435,75.3836,-0.2263,0.2198,0.3481,99,14.9268,0,0,0,Gaming
15.743,54.7644,73.9745,54.4155,0.7776,0.1522,0.3231,121,5.5925,0,1,0,Browsing
92.3486,97.8165,4.4009,63.3968,4.6878,-0.3598,0.3626,159,14.619,1,0,1,Compiling
14.5606,53.1823,44.7697,52.4924,1.1607,0.429,0.5649,128,5.0365,0,1,0,Browsing
29.3931,60.2551,10.9353,61.6004,-0.4142,0.2153,1.1756,99,4.2321,0,1,0,Video Call
35.3699,68.2706,7.7539,50.7715,-0.0446,-0.1982,1.2012,101,5.7911,0,1,0,Video Call
71.1396,90.6725,1.8115,77.7268,0.5529,-0.2638,0.595,92,12.4638,0,0,0,Gaming
19.1654,69.8941,11.4051,49.1153,0.296,0.0986,0.695,102,8.5084,0,1,0,Video Call
17.0927,39.9785,18.6229,35.8797,0.0887,-0.0395,0.8848,106,6.9324,1,1,0,Coding
20.3236,50.9287,46.2959,42.149,-0.0178,0.613,1.6748,112,3.6365,0,1,0,Browsing
24.1025,34.8269,11.5831,30.4412,0.5783,0.9039,0.5636,103,6.8329,1,1,0,Coding
70.3451,88.5261,2.4904,76.9527,-0.1593,0.1791,0.9899,100,11.1729,0,0,0,Gaming
2.156,8.6782,0.2891,14.0693,-0.2525,0.126,1.6748,60,2.1172,0,0,0,Idle
70.4195,88.5596,1.1242,77.1082,0.246,0.0254,0.6471,98,15.9297,0,0,0,Gaming
67.6207,92.2528,2.0629,74.1003,0.2311,-0.5779,0.4166,90,14.5722,0,0,0,Gaming
89.6514,99.4569,5.0526,57.938,4.9244,0.0617,0.112,145,15.3291,1,0,1,Compiling
18.6306,44.4711,17.9304,36.3685,0.7054,-0.3555,0.844,114,3.5923,1,1,0,Coding
76.9442,88.7097,2.5839,75.228,-0.5339,0.2532,0.6833,94,11.6079,0,0,0,Gaming
72.2902,88.1571,1.4705,78.0404,-0.5669,-0.2503,0.6647,94,13.2979,0,0,0,Gaming
34.6073,65.2649,8.6949,59.1123,-0.3241,-0.1953,1.1105,105,8.7553,0,1,0,Video Call
22.1265,38.5129,22.5626,30.6435,0.5485,0.0326,0.6474,104,6.7351,1,1,0,Coding
43.5358,57.8159,10.536,49.2098,0.1047,0.3436,1.1057,92,5.3506,0,1,0,Video Call
18.3549,61.0078,59.4879,44.4331,0.1141,1.0907,0.9838,102,6.0733,0,1,0,Browsing
38.6384,46.7241,9.7294,48.1208,0.1566,0.024,0.7173,105,7.6614,0,1,0,Video Call
90.692,97.6957,3.0782,65.1286,3.8117,-0.0011,0.2397,125,20.0641,1,0,1,Compiling
22.7764,47.7869,16.201,34.2607,0.6663,0.4612,0.8941,104,5.7119,1,1,0,Coding
2.5301,8.945,0.3184,10.7042,-0.0085,0.0469,0.9282,59,1.8264,0,0,0,Idle
2.1744,5.3726,0.7727,16.1947,-0.2012,0.068,1.7701,64,1.4723,0,0,0,Idle
72.2567,91.2984,1.8048,81.6062,-0.013,0.2921,0.4019,97,15.5147,0,0,0,Gaming
78.2989,87.7455,1.9313,77.9537,0.0656,0.086,0.6032,101,12.5211,0,0,0,Gaming
76.6665,87.8812,1.7046,72.731,0.3436,0.0759,0.7535,98,9.1135,0,0,0,Gaming
16.4169,53.7756,58.5385,40.9309,1.2668,0.6617,0.9521,103,5.5859,0,1,0,Browsing
88.9907,97.5467,5.1778,59.199,5.2512,0.3173,0.3093,152,15.2683,1,0,1,Compiling
92.0807,97.9397,2.8124,66.8426,4.1833,-0.1196,0.1151,141,18.5799,1,0,1,Compiling
90.9415,98.585,3.0746,64.7194,2.714,-0.2547,0.3003,135,27.3516,1,0,1,Compiling
2.5794,7.7566,0.4076,10.6147,0.1481,-0.0734,2.0266,61,2.7487,0,0,0,Idle
2.4665,7.6625,0.5605,15.3357,-0.1071,-0.0973,1.3233,62,1.9181,0,0,0,Idle
12.7589,53.631,31.1405,47.1286,0.9863,1.1698,1.3737,102,4.9751,0,1,0,Browsing
77.4298,91.17,2.3396,77.6426,-0.509,-0.0624,0.6303,92,15.5738,0,0,0,Gaming
80.4749,88.0203,2.566,70.0421,-0.3731,0.2054,0.4913,99,15.4042,0,0,0,Gaming
74.3875,87.8699,2.361,75.2026,0.1699,-0.0175,0.7428,92,15.1499,0,0,0,Gaming
38.9288,63.8226,9.3967,44.3828,-0.1061,-0.2183,1.392,109,7.4298,0,1,0,Video Call
1.5953,6.0497,0.5868,13.1064,-0.5875,-0.0444,0.6839,61,1.7995,0,0,0,Idle
31.4235,53.556,10.2466,55.9321,0.5025,-0.0321,1.2215,101,6.4065,0,1,0,Video Call
9.5799,66.8288,44.7789,45.8521,0.5797,-0.1788,0.9789,100,6.5036,0,1,0,Browsing
76.9402,95.0675,1.8076,74.407,-0.3699,-0.3633,0.2323,99,11.4558,0,0,0,Gaming
76.3088,87.9672,1.9083,75.9502,0.3474,-0.1692,0.6724,98,14.9071,0,0,0,Gaming
91.5967,98.3342,4.1061,61.1744,3.4835,0.0193,0.4036,140,17.9805,1,0,1,Compiling
76.9446,92.1923,1.5841,67.7313,0.42,-0.2834,0.4224,95,15.6246,0,0,0,Gaming
86.8707,98.7349,3.8809,62.5542,8.4188,-0.1927,0.1838,142,17.9122,1,0,1,Compiling
90.7565,99.1279,2.803,62.2144,5.6253,-0.0559,0.4311,139,18.8462,1,0,1,Compiling
11.0222,61.2339,54.1723,36.3145,1.6486,0.6847,1.0392,114,5.5188,0,1,0,Browsing
20.1881,38.0346,17.4537,32.8757,1.7731,-0.0543,0.7726,102,6.3894,1,1,0,Coding
76.9951,91.6753,2.1564,77.0138,-0.1746,0.0703,0.4181,106,14.1685,0,0,0,Gaming
15.4118,52.5669,35.1142,45.9157,2.2016,-0.168,1.4312,118,3.7564,0,1,0,Browsing
18.59,44.4473,16.1869,32.8033,0.2999,0.3074,0.8972,102,6.4712,1,1,0,Coding
1.4368,5.2234,0.8595,14.1809,0.1499,0.212,1.2132,58,2.2054,0,0,0,Idle
17.9585,51.3618,43.4058,45.2676,0.9314,0.6989,0.6746,123,4.7129,0,1,0,Browsing
75.9009,88.3828,3.171,76.7742,0.3659,-0.325,0.7851,98,14.5516,0,0,0,Gaming
9.9931,40.6678,17.1924,31.0012,-0.8691,0.1145,0.601,101,5.358,1,1,0,Coding
13.7155,35.656,53.6972,48.3026,1.8154,0.7083,1.1082,113,7.1215,0,1,0,Browsing
33.2202,59.6146,9.0391,40.2433,0.1061,0.3334,1.2149,104,6.6589,0,1,0,Video Call
2.0661,8.5113,0.7019,14.5556,0.0262,0.0198,1.418,56,2.7229,0,0,0,Idle
83.8372,97.0861,3.6272,60.0894,3.5386,0.0966,0.3486,134,13.0993,1,0,1,Compiling
2.2967,4.7487,0.7549,19.2387,-0.5189,-0.0252,1.4558,58,2.6088,0,0,0,Idle
1.825,9.4624,0.2225,14.3446,0.4421,0.0871,1.2945,58,1.9093,0,0,0,Idle
90.5635,96.6093,4.6393,67.6592,4.9326,0.2252,0.1337,158,15.4118,1,0,1,Compiling
3.2733,8.067,0.5371,16.3448,0.1829,-0.0652,2.0158,65,2.9885,0,0,0,Idle
2.2906,6.786,0.9414,14.7851,-0.1456,0.012,1.7319,57,1.8758,0,0,0,Idle
21.5955,44.9413,22.0389,38.142,0.2483,0.3917,0.7959,111,5.1211,1,1,0,Coding
3.4081,5.8105,0.4037,17.1932,0.5446,-0.001,0.8888,59,2.4824,0,0,0,Idle
2.0712,8.6968,0.1737,16.8753,-0.0712,0.0937,1.3568,62,2.2513,0,0,0,Idle
2.3624,7.2611,0.4299,17.8249,-0.0743,-0.1436,1.6867,57,2.8499,0,0,0,Idle
11.0552,39.0491,17.7675,36.2855,0.8166,0.0938,0.6684,108,4.135,1,1,0,Coding
3.1588,5.5103,0.347,15.2455,0.0074,0.1425,1.5482,56,1.7198,0,0,0,Idle
66.5008,90.1643,1.7261,67.6,-0.3697,0.0572,0.8847,92,10.8867,0,0,0,Gaming
34.2785,56.0264,11.9272,39.0482,-0.1548,0.2206,1.5719,97,6.0105,0,1,0,Video Call
84.5721,89.8106,1.0735,78.6136,0.1211,0.1357,0.8205,96,11.2224,0,0,0,Gaming
2.6823,8.2395,0.4013,12.7952,0.1986,0.0101,1.721,60,3.1656,0,0,0,Idle
2.8935,6.8161,0.3581,14.4007,-0.005,0.0488,1.2727,57,2.0867,0,0,0,Idle
87.2723,96.95,4.8962,70.3187,7.7058,-0.0014,0.273,126,15.9668,1,0,1,Compiling
46.646,62.7975,14.342,47.5393,0.0235,0.2895,1.4858,100,4.998,0,1,0,Video Call
72.871,92.0155,1.7298,74.9526,-0.0142,-0.2256,0.7225,92,13.5488,0,0,0,Gaming
28.7251,56.0451,17.7199,36.2942,-0.0751,-0.0164,0.8052,102,7.2574,1,1,0,Coding
15.6387,50.7561,58.807,33.6995,0.2353,0.3865,0.4416,114,6.3703,0,1,0,Browsing
3.4502,7.412,0.321,17.0542,-0.4908,0.06,1.9792,62,1.2744,0,0,0,Idle
85.6023,97.1096,4.4566,70.2113,6.0075,-0.012,0.1674,152,21.0438,1,0,1,Compiling
81.9029,90.9385,2.2649,65.3083,0.1742,-0.0447,0.1442,92,13.6598,0,0,0,Gaming
9.3537,48.9955,63.3082,51.2267,2.3577,0.1025,1.3274,109,3.7418,0,1,0,Browsing
72.8139,91.4857,1.5856,73.2865,-0.0428,0.1395,0.6763,82,11.8034,0,0,0,Gaming
74.3344,92.5227,2.1548,73.0686,-0.2471,-0.0578,0.6681,102,13.1128,0,0,0,Gaming
89.5853,98.919,3.2956,70.4391,4.1442,-0.1829,0.2516,151,21.0871,1,0,1,Compiling
2.8512,6.5191,0.6009,15.1264,0.5182,-0.1902,1.6652,64,1.8166,0,0,0,Idle
73.0408,91.2551,2.865,82.7481,0.7261,-0.0325,0.7269,95,12.0423,0,0,0,Gaming
62.077,87.0359,1.3014,70.1122,0.065,0.1141,0.1089,103,14.5935,0,0,0,Gaming
3.3485,9.2989,0.3054,14.3464,-0.2252,-0.0081,0.7731,55,2.5099,0,0,0,Idle
67.5054,92.0165,1.2754,76.3709,-0.1862,0.2341,0.5083,99,10.9874,0,0,0,Gaming
1.4506,8.169,0.676,14.3803,-0.018,0.1755,1.1978,56,2.0638,0,0,0,Idle
6.548,60.8095,47.5737,39.7774,1.034,0.9009,1.6338,125,2.1984,0,1,0,Browsing
79.1876,87.337,2.4179,78.3846,0.2563,-0.012,0.7927,99,13.2921,0,0,0,Gaming
20.6109,60.4609,57.8873,40.1879,3.0519,-0.5749,0.8341,117,3.6552,0,1,0,Browsing
83.4545,89.3512,2.763,75.469,-0.0205,-0.0074,0.3273,103,14.0263,0,0,0,Gaming
2.4621,6.2126,0.4733,12.3437,0.1397,0.0834,1.4354,59,2.2744,0,0,0,Idle
20.567,42.3236,17.1988,34.4942,1.3255,-0.2879,0.8794,114,4.9904,1,1,0,Coding
27.8373,63.9803,9.1697,51.9889,0.0983,0.1045,1.2807,95,6.9571,0,1,0,Video Call
10.5691,50.2766,40.6413,36.5607,1.9108,0.2099,1.4396,101,5.2533,0,1,0,Browsing
38.1845,59.845,9.7273,52.7625,0.0729,0.0405,0.8513,103,6.6811,0,1,0,Video Call
90.8908,97.1091,4.1495,60.3509,4.584,0.0932,0.0259,140,16.416,1,0,1,Compiling
21.0011,51.9294,52.851,40.7502,0.8499,0.3011,1.7368,122,4.5705,0,1,0,Browsing
14.6436,66.7643,56.1348,38.3349,0.6842,0.068,1.3338,132,3.8451,0,1,0,Browsing
