cpu_mean,cpu_max,cpu_variance,ram_mean,ram_growth_rate,swap_percent,network_mean,network_symmetry,net_variance,udp_tcp_ratio,disk_io_mean,process_count_mean,thread_count_mean,load_avg,ctx_switches_per_core,cpu_user_system_ratio,psi_cpu_some,psi_mem_some,psi_io_some,vscode_active,browser_active,compiler_active,cluster_id,workload_label
23.3282,32.9616,7.9555,50.2352,1.1582,9.0706,0.0811,0.8137,0.0511,0.6918,1.1672,461,114.6625,0.3754,612.5773,2.6957,1.1368,0.0294,0.1397,0,1,0,0,Video_Call
21.0084,34.125,27.6072,38.5076,0.8206,9.1745,0.0461,0.0246,2.5878,0.1276,2.2992,431,70.8507,0.6482,431.3137,5.0821,0.1355,0.1095,0.803,0,1,0,1,Browsing
4.6,7.3636,0.5506,23.5125,0.1107,3.0888,0.004,0.0487,0.0971,0.1539,0.0,419,63.4955,0.7149,144.813,3.0351,0.0895,0.0,0.008,0,0,0,4,Idle
28.9743,43.7274,8.555,45.7318,-0.5324,9.9789,0.1212,0.7461,0.0569,0.7138,1.1921,426,81.9282,0.8071,939.8607,2.0326,1.554,0.0477,0.3407,0,1,0,0,Video_Call
25.2744,37.9678,18.9339,43.2332,0.6224,5.9494,0.0066,0.0113,2.7224,0.0826,2.2906,427,77.0777,0.526,514.7451,4.5664,0.3372,0.0,0.5624,1,1,0,5,Coding
8.4858,18.6051,10.8593,49.0467,2.1877,7.882,0.1052,0.6811,0.113,0.7042,1.0689,478,161.7862,0.1222,615.6403,2.6165,1.7317,0.0137,0.292,0,0,0,0,Video_Call
4.3602,6.1548,1.2922,34.1371,-0.1776,3.0857,0.002,0.0129,0.0639,0.1193,0.0325,415,60.0511,0.5466,150.2112,3.0377,0.0093,0.0,0.0,0,0,0,4,Idle
3.3079,6.283,0.9936,27.6429,-0.0485,2.6146,0.0042,0.0568,0.0615,0.0469,0.6181,493,168.3204,0.1975,157.153,3.0103,0.0,0.0,0.0171,0,0,0,4,Idle
0.521,1.6909,0.7325,37.7447,-0.0735,3.0672,0.0027,0.0498,0.1243,0.1217,1.2925,452,100.7375,0.331,157.9362,3.2167,0.0,0.0,0.0,0,0,0,4,Idle
16.2393,25.36,7.33,54.9281,5.0493,14.9078,0.0081,0.0088,0.1016,0.0549,5.0722,475,178.6819,1.3996,1870.6286,5.0688,24.7876,1.3447,15.2538,1,0,1,2,Compiling
23.0964,37.0191,29.0159,44.5314,0.058,11.5871,0.0461,0.0255,3.519,0.1102,1.4336,426,53.5805,0.4053,422.1655,3.1224,0.3223,0.2536,0.4615,0,1,0,1,Browsing
82.2303,94.9436,2.8188,54.0744,1.5196,12.7872,0.0064,0.0096,0.0612,0.0769,0.9345,426,89.0035,1.5694,1543.9232,6.5665,13.6429,1.8953,11.9319,1,0,1,2,Compiling
63.1638,74.865,2.1341,74.4107,-0.0284,9.0642,0.0251,0.2416,0.2007,0.5604,0.5284,433,54.6699,0.4962,1538.3414,4.8032,2.2952,0.1796,0.7979,0,0,0,3,Gaming
6.1948,9.5646,2.7877,38.0409,-0.0264,2.0037,0.0029,0.0144,0.1068,0.1898,0.5746,487,152.9742,0.3607,126.445,2.4153,0.0,0.0,0.0163,0,0,0,4,Idle
33.873,52.3856,21.1153,43.9196,0.5729,2.6332,0.0096,0.0301,1.7046,0.0864,1.585,447,125.5676,0.0833,412.3265,3.693,0.0809,0.0021,0.73,1,1,0,5,Coding
25.6876,38.5106,26.469,36.2466,2.8804,7.5141,0.0481,0.036,3.95,0.0737,2.2106,410,68.528,0.5002,372.0439,3.8872,0.7328,0.268,1.3748,0,1,0,1,Browsing
85.3383,100.0,7.3444,54.4013,7.1192,18.1255,0.0049,0.0128,0.0362,0.07,5.3533,430,101.0873,1.9344,2258.5943,6.5998,8.7693,3.3585,16.9292,1,0,1,2,Compiling
45.7848,58.3807,2.4014,73.1093,0.2631,9.4279,0.0399,0.3555,0.1833,0.3495,1.3254,490,147.4843,0.3559,1458.3219,6.8178,6.2803,0.6242,1.3678,0,0,0,3,Gaming
65.5389,78.0627,3.8118,67.1572,-0.1546,12.3714,0.0023,0.2695,0.1615,0.3903,1.5208,463,120.8554,0.4498,1686.4593,5.3783,7.6527,0.2268,0.75,0,0,0,3,Gaming
27.7866,50.1483,26.1571,32.8417,0.2724,4.5827,0.007,0.0275,1.8981,0.0718,1.8077,417,65.7004,0.5514,596.6658,4.0487,0.2442,0.0125,0.1597,1,0,0,5,Coding
22.2911,38.8749,25.9127,43.0887,1.0659,5.6756,0.0107,0.0139,2.6034,0.131,2.2397,469,109.7617,0.2618,490.6814,4.9225,0.3344,0.0,0.2016,1,1,0,5,Coding
62.3353,72.7886,8.4494,52.2405,3.326,12.7382,0.0074,0.0068,0.095,0.0225,4.5182,465,144.6547,1.6598,3192.2456,7.4487,13.8173,2.5252,16.7312,1,0,1,2,Compiling
1.7098,3.7394,3.1298,34.5325,-0.0722,4.6421,0.0029,0.0,0.1081,0.1151,0.6047,487,158.6707,0.255,126.7582,2.8898,0.0571,0.0,0.0,0,0,0,4,Idle
5.8103,17.3361,6.656,65.7001,6.6134,12.5657,0.0033,0.0109,0.0812,0.0424,2.8848,469,182.9869,1.4524,2555.7504,5.786,13.3842,1.1648,18.5554,1,0,1,2,Compiling
78.5162,88.4798,6.6852,46.8627,4.6622,12.3844,0.0049,0.0155,0.0689,0.0406,2.7422,410,89.7826,1.8575,1573.7253,8.9055,9.0151,1.2013,16.6132,0,0,1,2,Compiling
25.5817,37.0634,9.4799,37.1292,0.1262,8.8552,0.086,0.8038,0.0834,0.6683,0.7954,454,117.0251,0.4397,821.7427,2.3598,1.1873,0.0446,0.204,0,1,0,0,Video_Call
11.7573,22.9037,27.9354,37.617,-0.0852,1.0784,0.0031,0.0249,0.8997,0.0556,2.7031,467,187.9491,0.2557,614.05,2.5368,0.1835,0.0,0.2636,1,0,0,5,Coding
46.6581,58.4858,2.9296,72.1854,-0.2048,8.5471,0.0239,0.26,0.1198,0.478,1.4494,488,159.1411,0.0,1293.8577,5.9055,8.2196,0.5958,0.925,0,0,0,3,Gaming
4.8434,6.8665,1.1157,38.5732,-0.1259,4.4379,0.0002,0.0325,0.1254,0.1308,0.4705,417,62.7181,0.9748,125.8633,2.9811,0.0232,0.0039,0.0,0,0,0,4,Idle
12.1619,30.8573,17.049,46.3595,1.6782,6.8989,0.0529,0.8381,0.0438,0.883,0.4859,465,178.0563,0.1107,997.9508,1.8171,0.6573,0.0773,0.1626,0,1,0,0,Video_Call
20.3641,31.9736,13.6315,50.9422,1.7242,5.6114,0.0657,0.7194,0.0587,0.7739,0.8425,418,121.6846,0.5151,965.0223,2.2462,0.8843,0.0155,0.1502,0,1,0,0,Video_Call
3.0416,6.6212,1.3034,40.7277,0.0418,4.0463,0.0061,0.0565,0.0648,0.1391,0.116,454,120.552,0.4404,142.5763,3.0878,0.007,0.0,0.0,0,0,0,4,Idle
18.7197,40.4989,20.3709,48.6224,0.7325,9.6757,0.011,0.0269,1.4916,0.1459,1.7278,452,120.8856,0.5739,479.0412,5.0839,0.261,0.0131,0.591,1,1,0,5,Coding
22.8403,36.846,19.6514,48.3678,0.2953,6.9695,0.0069,0.027,2.1286,0.0874,1.6933,464,106.339,0.5228,524.4086,3.9328,0.3527,0.0079,0.5589,1,1,0,5,Coding
19.5602,33.5394,14.8757,37.6622,0.668,7.4042,0.0516,0.739,0.0811,0.7558,1.5359,454,110.8539,0.3389,734.1971,1.8528,1.4725,0.0343,0.0845,0,1,0,0,Video_Call
30.6002,46.7768,28.2877,24.5384,0.3679,2.1441,0.0109,0.0111,2.4321,0.1351,1.2168,409,72.2198,0.5345,491.2865,3.9246,0.1059,0.0162,0.3093,1,0,1,5,Coding
18.6611,29.3427,17.1176,40.2576,1.0265,11.892,0.0493,0.028,4.8625,0.1615,2.3439,433,84.2542,0.6031,487.875,4.7179,0.5352,0.168,0.8691,0,1,0,1,Browsing
64.4079,77.3619,2.5952,68.3435,0.2034,11.359,0.0341,0.2817,0.1745,0.4526,1.6134,446,99.5171,0.2888,1615.6142,6.069,6.0441,0.6041,1.1723,0,0,0,3,Gaming
15.61,23.6952,20.4284,44.3088,0.3055,11.2827,0.0443,0.0318,3.2079,0.1355,1.9257,402,70.0276,0.7376,544.9378,4.8925,0.5315,0.0619,1.2484,0,1,0,1,Browsing
82.0895,90.7766,1.2473,67.182,0.3521,10.1055,0.0363,0.2183,0.2265,0.5318,0.4977,406,56.3186,0.8349,1465.4282,5.0241,1.2112,0.5425,0.2774,1,0,0,3,Gaming
17.6451,21.6923,27.1543,31.9234,0.7106,4.772,0.0047,0.0089,1.5534,0.1039,2.2692,441,132.2435,0.2496,411.1137,4.2546,0.419,0.0065,0.4137,1,1,1,5,Coding
23.2003,34.5814,21.3937,42.8861,0.1393,4.805,0.0093,0.0067,1.5188,0.0751,2.2242,447,130.3324,0.5302,423.3775,4.7358,0.3754,0.0,0.776,1,0,0,5,Coding
9.2758,20.5479,30.8182,38.9299,0.4027,4.9526,0.0059,0.0165,2.2123,0.1168,2.2269,492,141.5167,0.4765,524.0136,4.991,0.3136,0.0,0.8705,1,1,0,5,Coding
19.1893,32.6992,26.776,25.9951,0.4107,4.0033,0.009,0.0379,2.9672,0.0761,2.1018,427,59.6753,0.8818,582.1936,4.6622,0.1913,0.0,0.2268,1,1,0,5,Coding
23.6194,32.9223,18.3229,42.1901,0.6047,5.5874,0.0062,0.0089,1.2747,0.0772,1.9518,444,101.453,0.5288,523.1891,3.2826,0.1941,0.0,0.2208,0,0,0,5,Coding
24.4014,40.358,27.1386,31.811,0.8834,9.3228,0.0124,0.0133,1.5071,0.0841,1.3159,425,61.7722,0.5545,440.4959,4.5647,0.359,0.001,0.4116,1,1,0,5,Coding
4.2174,7.1693,1.1544,29.6801,0.3186,4.2398,0.004,0.0,0.0673,0.0332,0.3721,474,149.7447,0.0774,161.1993,2.6629,0.0259,0.0,0.0058,0,0,0,4,Idle
27.5123,44.7079,25.8336,38.3383,0.1488,5.7005,0.0095,0.0261,2.164,0.0456,1.9227,412,70.2668,0.6972,541.6024,3.8399,0.1494,0.0,0.3604,1,1,0,5,Coding
54.5399,66.4907,7.3996,50.0812,3.5477,11.8933,0.0083,0.0135,0.077,0.0801,5.8279,430,153.862,1.7818999999999998,2094.8497,7.2722,21.0419,1.7317,15.3735,1,0,1,2,Compiling
62.1735,75.8364,3.9867,58.6285,4.1757,12.5867,0.0025,0.0067,0.0735,0.0427,3.1294,454,149.7361,1.7982,1333.1188,7.3785,21.2372,1.6078,10.2039,1,0,1,2,Compiling
9.7154,20.5756,23.767,41.122,1.9194,14.1765,0.0393,0.0198,4.4415,0.132,1.417,478,140.9809,0.0436,558.24,4.8322,0.68,0.1658,0.9697,0,1,0,1,Browsing
23.1992,35.5923,3.3938,43.1239,1.5469,9.7267,0.0896,0.7467,0.0688,0.8577,0.8375,425,73.3887,0.6352,726.0057,2.1996,1.6384,0.174,0.2072,0,1,0,0,Video_Call
19.8279,26.1898,6.6536,64.885,1.2266,11.987,0.007,0.0074,0.1252,0.0819,3.4533,480,172.5363,1.4053,2162.7366,8.7473,20.7581,1.438,13.2621,1,0,1,2,Compiling
20.2191,35.2462,25.1754,44.5667,0.2901,2.9537,0.0121,0.0178,1.4364,0.0637,2.7467,469,122.2315,0.5067,614.2856,4.2087,0.2737,0.0093,0.6283,1,1,0,5,Coding
18.2383,29.0019,10.4622,41.8757,1.2469,6.8863,0.0778,0.6244,0.0862,0.9258,0.8012,459,112.2393,0.4042,901.9165,2.1622,1.0757,0.1435,0.1995,0,1,0,0,Video_Call
75.2858,80.0907,4.502,49.3175,3.2693,15.1588,0.0059,0.0152,0.1063,0.0629,4.7982,454,129.5367,1.6451,1780.0544,6.3641,19.0158,1.3233,13.156,1,0,1,2,Compiling
12.3965,30.3405,13.7553,29.534,0.7829,4.9175,0.0074,0.0176,1.6123,0.0628,1.4737,490,148.8267,0.1774,432.5445,5.1346,0.362,0.0,0.0633,1,0,0,5,Coding
3.224,6.1009,0.6992,45.9521,-0.453,1.9721,0.002,0.044,0.1887,0.1406,0.5902,448,104.9064,0.4717,177.5893,3.0475,0.0,0.0025,0.0022,0,0,0,4,Idle
4.9113,8.0853,1.1754,37.0137,0.3942,3.9188,0.002,0.0404,0.0747,0.0656,0.528,410,67.6487,0.7404,149.9478,2.5635,0.0526,0.027,0.0029,0,0,0,4,Idle
21.0613,36.2738,33.2126,35.2528,4.8899,10.9951,0.0248,0.0296,3.667,0.0985,2.3596,407,78.0459,0.5633,540.649,4.4616,1.2887,0.1912,0.6668,0,1,0,1,Browsing
11.8453,24.3427,0.808,43.7167,2.967,8.8278,-0.002,0.0207,0.082,0.0252,4.4145,478,213.4823,1.4973999999999998,2585.937,7.2693,17.8831,3.2029,12.0143,1,1,1,2,Compiling
75.4626,87.0536,2.4175,70.231,0.1992,7.5506,0.0546,0.299,0.1438,0.3785,2.4543,411,63.3746,0.7669,1696.5387,5.333,3.0775,0.084,1.0333,0,0,0,3,Gaming
11.8945,17.6332,9.1085,52.799,6.4376,10.879,0.0023,0.0035,0.0636,0.0342,3.9436,467,190.655,1.3264,1645.8922,9.8704,23.7103,0.5571,8.7853,0,0,1,2,Compiling
8.8959,23.2132,11.8381,42.8745,1.8545,10.2449,0.0721,0.8047,0.1167,0.9877,1.2758,494,138.1382,0.2392,923.5087,2.2658,1.2643,0.075,0.1817,0,1,0,0,Video_Call
24.0971,31.1352,12.7656,35.8569,-0.2777,4.617,0.0062,0.0297,1.8731,0.0845,1.8365,435,104.07,0.5024,468.9009,3.3952,0.295,0.0094,0.5878,1,1,0,5,Coding
43.4857,50.999,2.6729,66.9558,-0.241,11.564,0.0443,0.3105,0.2139,0.4184,1.2327,478,136.778,0.0871,1880.7404,6.1321,7.7009,0.1214,0.7547,0,0,0,3,Gaming
21.0206,38.8525,29.1157,43.7796,0.8617,5.2235,0.0055,0.031,1.3424,0.0347,0.8273,445,111.8728,0.3995,403.9164,4.9278,0.2853,0.0147,0.4332,1,1,1,5,Coding
84.5208,91.3159,2.1271,65.4702,-0.0438,6.7428,0.0564,0.2723,0.1882,0.4243,1.4571,455,98.5909,0.6005,1512.2069,8.1584,6.0201,0.1757,0.6847,0,0,0,3,Gaming
19.6164,29.0316,5.52,60.8726,4.8007,12.7361,0.0056,0.0151,0.0496,0.0476,3.3944,462,174.4041,1.4711,2384.5793,6.7848,12.0837,2.6118,14.2568,1,0,1,2,Compiling
15.3206,26.3414,4.2597,63.3885,3.8626,4.8414,0.0062,0.0126,0.1019,0.0768,3.2041,473,192.6572,1.4466,2311.1004,5.9007,17.6057,2.564,19.9032,1,0,1,2,Compiling
72.364,84.3554,3.0275,68.6218,0.123,8.6689,0.0155,0.3242,0.1332,0.4939,1.4885,424,72.8436,0.8741,2030.2448,6.2902,10.0544,0.4833,0.8587,0,0,0,3,Gaming
18.5845,33.357,22.868,38.7927,6.4284,6.1489,0.0466,0.0126,2.6165,0.1191,1.6583,446,60.9583,0.5033,513.6355,3.95,0.9097,0.0448,0.9192,0,0,0,1,Browsing
4.4033,7.2609,0.7413,33.8119,-0.0512,4.2669,0.0042,0.0484,0.0754,0.0554,0.5289,425,52.4937,0.7609,146.2867,2.9175,0.0163,0.0053,0.0,0,0,0,4,Idle
22.8813,46.2784,26.1585,36.9816,0.2629,7.0431,0.0136,0.0,1.8732,0.1271,1.6352,420,62.2014,0.6416,416.6768,2.8943,0.261,0.0,0.0695,1,0,0,5,Coding
70.6143,84.2468,3.7506,55.9422,5.1146,10.5057,0.0034,0.0097,0.1333,0.0338,0.9197,447,134.28570000000002,1.7081,1782.0145,8.6206,20.6594,2.5249,11.234,1,0,1,2,Compiling
28.0254,36.813,7.0916,48.8002,1.4547,7.8827,0.1103,0.7744,0.0931,0.786,1.7824,418,55.9997,0.673,818.9743,2.2854,0.9395,0.1494,0.1511,0,1,0,0,Video_Call
7.2599,18.4149,6.5668,53.6742,4.3438,9.5622,0.0026,0.0099,0.0989,0.1044,2.1634,494,188.0495,1.2543,2378.563,8.0746,11.6962,2.113,14.1203,1,0,1,2,Compiling
4.3345,7.5723,2.436,33.2598,-0.1425,3.5673,0.0043,0.0145,0.1455,0.1119,0.6856,410,57.0462,0.8511,153.5335,2.6099,0.0794,0.0,0.003,0,0,0,4,Idle
37.0606,48.3414,12.7803,45.3208,1.5212,9.2004,0.0757,0.7636,0.0559,0.6657,1.3916,435,78.5479,0.7732,834.8641,1.9246,0.8004,0.0508,0.111,0,1,0,0,Video_Call
24.7496,34.4728,10.1635,68.972,3.9937,10.7191,0.0033,0.0101,0.0867,0.0739,4.0221,508,188.222,1.4061,1770.2009,7.4168,20.5769,3.2829,18.5982,0,0,1,2,Compiling
33.846,44.3466,3.3068,68.1547,0.0759,10.2586,0.0468,0.2036,0.169,0.5276,1.8746,481,146.4704,0.1507,1365.7858,4.7508,6.6603,0.4535,0.4205,0,1,0,3,Gaming
10.4607,24.7195,15.8351,27.1001,-0.0516,8.1418,0.0059,0.0278,0.9047,0.1677,1.4618,482,165.8206,0.4534,520.2063,3.7796,0.4088,0.0129,0.0071,1,1,0,5,Coding
10.6446,22.9176,27.0879,45.1802,1.9569,9.3548,0.0383,0.0303,2.236,0.0629,1.9117,479,122.1691,0.2276,439.739,3.8123,0.9459,0.1742,0.8678,0,1,0,1,Browsing
74.3523,78.9876,2.4668,58.4127,-0.2857,9.33,0.0539,0.2224,0.2569,0.4192,1.6821,427,66.4509,0.645,1530.2141,5.8715,5.3626,0.1838,0.6296,0,0,0,3,Gaming
13.0443,30.0703,23.4528,47.5844,3.6827,8.3244,0.0464,0.0393,3.7689,0.122,1.7383,483,190.4643,0.2546,440.4768,3.1077,1.1677,0.2159,0.5708,0,1,0,1,Browsing
18.8057,46.1636,24.2207,43.2459,4.302,7.9365,0.0439,0.034,3.9164,0.14,1.3769,454,110.3661,0.5591,421.4732,4.8432,0.7741,0.2054,1.5522,0,1,0,1,Browsing
26.9577,49.0963,10.1975,38.7421,0.5306,6.2749,0.0082,0.0197,1.8911,0.1203,1.9421,447,113.6861,0.4023,484.2946,3.5994,0.291,0.0,0.7058,1,1,0,5,Coding
85.2691,94.0662,2.6448,59.1635,0.3114,10.6339,0.0385,0.2232,0.2036,0.6323,1.4917,447,102.2561,0.2699,1690.2547,5.1237,7.9591,0.3098,1.0299,0,0,0,3,Gaming
2.5332,4.9555,2.0197,24.7995,-0.1178,2.9146,0.0063,0.0345,0.074,0.1245,0.7592,452,117.9904,0.2671,87.8111,2.4595,0.0109,0.0,0.0,0,0,0,4,Idle
69.0471,78.0787,1.1868,72.1028,0.2422,9.8206,0.0513,0.2017,0.2336,0.4659,1.3725,441,109.8438,0.3657,1473.2754,4.7531,8.5002,0.6886,0.1155,0,1,0,3,Gaming
11.0303,22.793,26.1555,33.8525,0.5984,6.9959,0.0084,0.0267,1.8114,0.071,0.3729,474,156.2199,0.0799,498.6864,4.9728,0.3989,0.0,0.2578,1,1,0,5,Coding
5.257,6.885,2.1992,32.3363,-0.1756,3.5549,0.0008,0.0465,0.1491,0.1099,0.5341,402,63.5535,0.6362,124.7414,2.9615,0.0708,0.0,0.0,0,0,0,4,Idle
19.114,28.9525,6.7266,37.8823,0.6833,11.6037,0.0926,0.5811,0.0931,0.8712,0.9236,434,111.4375,0.4465,871.855,1.3744,0.8975,0.0623,0.182,0,1,0,0,Video_Call
9.7673,27.4218,26.2782,31.1058,0.586,2.1282,0.0084,0.0219,1.1959,0.1132,1.5727,427,62.4742,0.86,398.0604,4.5531,0.2795,0.0,0.1049,1,1,1,5,Coding
95.179,100.0,4.2699,59.303,5.433,13.086,0.0078,0.0164,0.0527,0.0526,4.188,435,95.3505,1.9273,2134.2499,7.5798,18.0608,2.2319,15.5993,1,0,1,2,Compiling
12.6503,28.222,8.6964,48.187,-0.1507,7.7414,0.0837,0.7547,0.0802,0.7743,1.0876,438,122.3315,0.5382,640.3282,2.2478,1.5746,0.135,0.1799,0,1,0,0,Video_Call
89.9212,100.0,5.8933,72.0245,5.8554,11.1834,0.0047,0.0099,0.0882,0.0517,3.413,416,105.6818,1.9681,2282.1225,7.2364,14.2667,1.2941,18.3336,1,0,1,2,Compiling
29.8207,49.3794,25.5209,34.0354,4.3033,9.883,0.043,0.0283,2.3259,0.0734,1.7446,462,93.5916,0.3707,366.7276,3.2539,1.169,0.2515,0.8969,0,1,0,1,Browsing
6.5521,24.8254,27.4938,37.7707,0.4061,4.0686,0.0107,0.0172,1.0802,0.1293,2.6585,496,139.7041,0.1158,564.696,4.1645,0.305,0.0,0.3788,1,1,0,5,Coding
81.1701,95.1016,11.0417,58.1237,3.4519,8.5625,0.0071,0.0044,0.075,0.0174,6.8483,430,97.9232,1.7056,1858.8219,5.7491,15.8941,3.7577,9.208,1,1,1,2,Compiling
13.1611,30.425,17.7351,48.0743,5.494,10.2695,0.0515,0.0402,3.2751,0.137,1.6769,447,110.5127,0.3349,392.9431,3.9901,0.7581,0.1973,0.9397,0,1,0,1,Browsing
16.2786,35.3143,21.5511,32.9591,1.2349,5.6606,0.0155,0.0129,1.2536,0.0899,1.7698,436,109.1303,0.2616,524.9201,5.9135,0.3706,0.0108,0.0,1,1,0,5,Coding
71.2728,78.1724,1.8889,73.3499,0.1325,9.7417,0.0305,0.2612,0.1246,0.545,1.1755,439,63.4953,0.5956,1959.0747,6.4289,3.4184,0.2763,1.2289,0,0,0,3,Gaming
2.9106,6.1434,0.6825,32.3425,0.0492,3.9226,0.0015,0.0557,0.1936,0.096,0.8703,465,159.578,0.1421,176.6779,1.6734,0.0,0.0,0.0078,0,0,0,4,Idle
60.1312,70.3856,3.3736,71.8781,0.3085,8.7383,0.0472,0.1801,0.3162,0.3967,1.8014,458,110.5866,0.4337,1626.4731,3.4027,6.5861,0.3394,0.2495,0,0,0,3,Gaming
17.1427,26.0895,15.8516,44.356,1.1352,10.1388,0.0764,0.75,0.0702,0.9216,0.8564,456,110.5535,0.2985,830.8073,1.8412,0.9207,0.0761,0.2034,0,1,0,0,Video_Call
9.8287,22.5392,20.8223,38.5845,4.4376,7.4206,0.0248,0.0268,3.8361,0.105,2.145,480,158.2952,0.1205,641.7289,3.4342,0.0339,0.212,0.7134,0,1,0,1,Browsing
87.9384,100.0,5.1003,60.4046,7.4957,7.864,-0.0001,0.0143,0.0503,0.0254,5.7578,434,93.3411,1.9811,2012.1779,5.9035,7.7881,0.686,10.8586,1,0,1,2,Compiling
20.8545,37.8667,29.6109,39.7608,4.986,6.6927,0.0531,0.0326,3.3976,0.1354,1.9699,416,72.3547,0.7089,440.7396,3.5612,0.7931,0.1922,0.7988,0,1,0,1,Browsing
7.8954,21.3457,10.7675,44.5334,1.2767,9.5219,0.0924,0.68,0.0773,0.822,0.7402,465,176.1071,0.1819,779.6702,2.02,0.7713,0.0848,0.241,0,1,0,0,Video_Call
5.2667,8.6463,1.6456,34.137,-0.0381,5.5734,0.0028,0.0256,0.1341,0.1579,0.3585,439,110.7541,0.4183,171.7195,3.5383,0.0,0.0,0.004,0,0,0,4,Idle
18.6645,31.9939,20.9949,50.2709,2.5697,9.2121,0.0285,0.0198,3.8427,0.149,2.0699,420,72.8652,0.806,586.6483,3.1234,1.3427,0.1296,0.7073,0,1,0,1,Browsing
73.6991,82.8986,2.9442,78.4818,0.0818,12.2491,0.0234,0.2945,0.1377,0.5411,1.7451,444,103.1898,0.3732,1780.9596,4.5278,5.7239,0.1516,0.7585,0,0,0,3,Gaming
20.7239,33.3569,16.3275,46.5858,0.9682,7.3999,0.0751,0.577,0.1046,0.6559,1.8142,422,75.2819,0.7861,822.5922,2.7847,1.6671,0.0929,0.1275,0,1,0,0,Video_Call
93.6774,100.0,3.3918,67.8519,0.0349,11.7589,0.0266,0.2992,0.1607,0.5385,1.4585,409,63.521,0.6703,1507.4862,5.0534,2.1417,0.401,1.5032,0,0,0,3,Gaming
2.517,4.6966,0.9713,35.2436,-0.0028,5.1212,0.0014,0.0065,0.0815,0.1312,0.0591,479,146.6204,0.4455,146.8046,3.2678,0.0,0.0,0.0,0,0,0,4,Idle
6.4599,19.6878,26.5349,38.6993,0.3816,10.4942,0.045,0.0594,3.2236,0.0643,1.708,468,175.6668,0.3233,566.2952,3.0215,0.6499,0.1564,1.3157,0,1,0,1,Browsing
3.9123,7.8472,2.0172,30.9401,-0.0373,4.2499,0.0007,0.057,0.1386,0.1572,0.798,487,146.2771,0.1502,179.9366,2.058,0.0113,0.0,0.0,0,0,0,4,Idle
80.9255,90.5719,0.7048,60.9934,0.1166,13.523,0.0589,0.1955,0.118,0.5086,2.7479,428,62.8435,0.9164,1861.5507,5.02,3.8339,0.4809,1.8072,0,0,0,3,Gaming
57.8127,70.2129,5.7825,64.4133,3.8683,11.1766,0.0059,0.0066,0.073,0.059,3.8676,456,136.0909,1.7454999999999998,2245.6276,7.5172,24.6315,3.2167,18.3228,1,0,1,2,Compiling
15.6253,26.3648,31.8135,42.539,0.5844,5.5344,0.009,0.0258,1.6894,0.1048,2.8486,457,118.8813,0.2715,493.5509,2.739,0.3116,0.0021,0.3416,1,1,0,5,Coding
50.6821,61.6593,3.9275,43.2672,5.8549,14.0789,0.0064,0.0173,0.0831,0.0361,1.9968,435,152.63420000000002,1.625,2617.649,7.7679,25.4991,1.6255,9.0404,1,0,1,2,Compiling
49.3899,62.4649,3.24,59.1954,0.0263,11.0064,0.0285,0.3263,0.2565,0.4152,1.0649,474,174.2488,0.1178,1578.9265,6.781,4.0581,0.5037,0.4988,0,0,0,3,Gaming
52.6037,58.5641,1.2265,59.2053,0.4403,10.7343,0.0431,0.1272,0.2142,0.5409,0.5533,476,152.1864,0.1549,1155.6188,5.06,6.3869,0.5328,0.3162,0,0,0,3,Gaming
4.4343,7.3489,2.3352,32.5573,0.3394,5.5326,0.0011,0.0335,0.0625,0.1168,0.0,458,123.9789,0.325,99.7895,3.5099,0.017,0.0075,0.0,0,0,0,4,Idle
21.5781,35.6929,22.2387,49.0558,-0.6617,14.0807,0.0419,0.0173,2.6067,0.1386,1.5003,474,109.7192,0.2665,641.9511,4.3322,1.0583,0.2649,1.361,0,1,0,1,Browsing
7.7661,13.0317,3.9092,49.2523,3.6462,14.7865,0.0066,0.0089,0.0699,0.053,3.5111,473,206.8378,1.3226,1835.2857,10.8804,15.2359,1.6894,17.9536,0,0,1,2,Compiling
9.7728,17.9477,5.7934,64.0447,4.7123,12.1977,0.0032,0.0059,0.1501,0.087,4.9572,488,174.595,1.4982,1990.6605,5.0386,19.6435,0.1615,17.3411,1,0,1,2,Compiling
27.0905,41.1253,17.5922,43.738,5.8972,11.5345,0.0296,0.0282,3.9121,0.1271,2.2158,469,114.4174,0.4046,459.0073,3.6884,0.6281,0.2814,0.8699,0,1,0,1,Browsing
26.8405,51.4158,29.9661,24.8062,0.3437,9.0442,0.0119,0.0101,1.6718,0.1012,1.1447,452,111.7775,0.503,421.7351,3.5844,0.2022,0.0059,0.0305,0,1,0,5,Coding
35.2687,46.7512,10.674,41.3758,0.5849,8.0844,0.1038,0.7059,0.091,0.8393,1.2581,447,105.3831,0.3662,705.3726,2.7508,0.6417,0.0914,0.2699,0,1,0,0,Video_Call
85.307,96.1505,1.4428,47.811,3.4121,14.4267,0.0038,0.0107,0.0772,0.0557,1.7676,414,89.3289,1.9805,2285.6679,7.7821,20.4481,0.7889,14.1526,0,0,1,2,Compiling
13.5504,28.9364,12.3399,37.8791,2.0806,8.2274,0.0897,0.6183,0.0824,0.6963,1.4001,425,73.1974,0.7596,746.9298,3.1712,0.3543,0.1048,0.2276,0,1,0,0,Video_Call
